Rate1	Rate2	 Latitudine
34.1681	33.9937	66.331
33.4744	33.3379	66.3131
33.8507	33.7638	66.2952
33.7888	33.6704	66.285
33.7096	33.5666	66.2941
33.7879	33.6748	66.3132
33.8042	33.5892	66.3407
31.5575	31.4387	66.3781
30.3366	30.1226	66.4269
31.2429	31.1411	66.4758
32.4328	32.346	66.5198
32.8268	32.714	66.5594
32.5675	32.3343	66.5981
32.0949	31.8864	66.6374
32.2749	32.1794	66.6743
32.562	32.4724	66.7105
32.1139	32.0282	66.7466
32.3636	32.208	66.7832
32.378	32.294	66.8193
32.5211	32.3841	66.8561
32.439	32.3611	66.8946
32.1212	32.0325	66.9345
32.0003	31.9309	66.9743
31.7364	31.6283	67.0136
31.6116	31.4606	67.0532
31.7485	31.6398	67.0931
32.6626	32.5147	67.1297
32.7408	32.6053	67.1636
33.218	33.099	67.1967
33.5314	33.311	67.2284
33.4078	33.2244	67.2571
33.4433	33.2659	67.2845
33.3865	33.33	67.3112
33.4015	33.1944	67.3342
33.4866	33.4094	67.355
33.2975	33.2458	67.3754
33.7125	33.5395	67.4052
33.4905	33.3591	67.4469
33.7884	33.6519	67.4791
33.4049	33.2716	67.511
33.3227	33.2377	67.5445
33.5048	33.3338	67.5775
33.2853	33.0998	67.6105
33.5896	33.4707	67.6434
33.4038	33.3006	67.6764
33.3037	33.2269	67.7102
33.4501	33.3272	67.7426
33.6087	33.4474	67.7763
33.2505	33.0986	67.809
33.5696	33.4224	67.8426
33.625	33.4653	67.8766
33.3332	33.247	67.9091
33.7892	33.5854	67.9286
33.1327	33.0177	67.9517
33.4152	33.2314	67.9863
33.8434	33.7612	68.0218
33.752	33.613	68.0587
34.0223	33.8376	68.094
33.7448	33.5667	68.1285
33.8191	33.6933	68.1636
33.9574	33.8123	68.1994
33.7423	33.5779	68.2339
33.6746	33.5968	68.2704
33.781	33.6576	68.2965
33.8025	33.7351	68.3285
33.9989	33.8601	68.3627
33.8841	33.7907	68.3961
33.4632	33.3722	68.431
33.5607	33.4986	68.4668
33.8596	33.7405	68.5027
33.9295	33.7836	68.541
34.0056	33.8548	68.5761
33.874	33.664	68.6106
33.7061	33.6043	68.6443
33.9257	33.7408	68.6765
33.8751	33.7892	68.7072
34.1851	34.0865	68.7379
33.8469	33.677	68.7687
33.7515	33.6208	68.7999
33.9571	33.8969	68.8294
33.784	33.6424	68.8584
33.8776	33.7086	68.8869
33.9758	33.8634	68.9163
33.8269	33.6868	68.9467
33.6259	33.4794	68.9771
33.5009	33.3097	69.0069
34.1835	33.9901	69.0365
33.8152	33.5422	69.066
33.7282	33.6014	69.0971
33.7225	33.6617	69.1297
33.7384	33.6086	69.1619
33.7307	33.6011	69.1936
33.7543	33.6086	69.2247
33.8834	33.6581	69.257
33.6033	33.5703	69.2906
33.9141	33.7328	69.3242
33.8044	33.7338	69.3578
33.8138	33.7886	69.3923
33.591	33.4559	69.4087
33.8834	33.7442	69.4305
33.7042	33.5176	69.4627
33.9273	33.7998	69.4956
33.7322	33.6136	69.5288
33.8298	33.7062	69.5626
33.9215	33.7992	69.597
33.9019	33.7795	69.6319
33.991	33.892	69.6668
34.1173	34.0835	69.7023
33.4331	33.3608	69.7388
33.6849	33.5897	69.7746
33.7243	33.5889	69.8079
33.8164	33.6079	69.838
33.7592	33.6024	69.8678
33.5022	33.3334	69.8978
33.9471	33.7865	69.9227
33.8769	33.8346	69.9382
33.6724	33.5796	69.9469
33.1607	32.9886	69.9431
34.1081	33.9761	69.9435
33.6923	33.6099	69.9435
33.5452	33.4377	69.9435
34.1363	34.0311	69.9435
34.1168	34.0106	69.9435
33.7796	33.6508	69.9435
33.9162	33.8287	69.9435
33.9406	33.8099	69.9435
33.7616	33.6084	69.9435
33.925	33.7871	69.9435
34.0901	33.9858	69.9435
34.0579	33.8344	69.9418
33.8088	33.7224	69.9268
34.1443	34.0879	69.9106
33.9793	33.8853	69.8976
33.687	33.6283	69.9088
33.979	33.8066	69.9259
33.9595	33.8205	69.9429
33.7438	33.6284	69.9598
33.7153	33.5561	69.9769
33.6967	33.5632	69.9929
33.4492	33.306	70.0052
33.7602	33.6484	70.0136
33.51	33.3962	70.0207
33.7903	33.6488	70.0281
33.202	33.1239	70.0357
33.7334	33.6496	70.0479
33.4747	33.3371	70.0804
33.7325	33.4782	70.1158
33.7493	33.654	70.1502
33.7054	33.5755	70.186
33.7808	33.5994	70.2208
34.078	33.9233	70.2523
34.1034	34.0525	70.2841
34.0696	33.9749	70.3185
33.5005	33.4301	70.3585
33.7605	33.6056	70.3929
33.9395	33.864	70.4214
34.0008	33.9223	70.4418
33.6481	33.4788	70.466
33.6606	33.5485	70.4963
33.6047	33.5253	70.5241
34.0046	33.947	70.5508
33.8031	33.7524	70.5794
33.7172	33.5889	70.6081
33.4965	33.3793	70.6265
33.9418	33.901	70.6366
33.9634	33.7767	70.6569
33.9517	33.8573	70.6862
34.2098	34.0107	70.7121
33.9893	33.8856	70.7351
34.0365	33.894	70.7567
34.2355	34.1004	70.7793
33.7488	33.6539	70.8036
34.0768	34.0244	70.8286
33.6499	33.4769	70.8543
33.8197	33.6027	70.8762
33.6055	33.419	70.8983
33.8091	33.7046	70.9249
33.8829	33.8131	70.9547
33.6237	33.5154	70.9847
34.1271	34.0017	71.0149
33.5834	33.4394	71.0439
33.7074	33.6003	71.0721
34.0702	33.9027	71.1005
33.7408	33.5728	71.13
34.0926	33.9728	71.1594
33.7561	33.6635	71.1907
33.546	33.4655	71.2248
33.6768	33.5564	71.2582
33.9795	33.7895	71.2904
33.8206	33.655	71.3216
33.6644	33.5047	71.3541
33.5507	33.4382	71.3871
33.677	33.5036	71.4203
33.4078	33.2775	71.4528
33.4267	33.3468	71.4878
33.5687	33.4208	71.5233
33.6445	33.51	71.5566
33.4081	33.3393	71.588
33.446	33.4232	71.6192
33.5814	33.3614	71.6494
33.3114	33.1645	71.6794
33.555	33.4208	71.7091
33.5382	33.4646	71.7369
33.5714	33.4629	71.7646
33.4614	33.3009	71.7919
33.4157	33.3089	71.8172
33.3775	33.3162	71.8416
33.4001	33.2974	71.8658
32.9328	32.8385	71.885
32.4213	32.2233	71.8755
32.5155	32.4312	71.86
32.8921	32.7391	71.8421
32.2958	32.1733	71.8196
31.9107	31.7976	71.7916
32.3417	32.2667	71.7684
33.0977	33.0032	71.7725
33.4373	33.2593	71.7906
33.3072	33.2098	71.811
33.194	33.0539	71.8319
33.1784	33.0613	71.8549
33.4278	33.2622	71.8803
33.1929	33.0171	71.9023
33.4405	33.3153	71.9249
33.2382	33.155	71.9477
33.265	33.1213	71.9715
33.0873	32.9859	71.9968
33.3508	33.2391	72.0226
32.9476	32.8369	72.0505
33.2587	33.1823	72.0795
33.4534	33.3067	72.1079
33.0187	32.9449	72.1351
33.5776	33.4634	72.1631
33.232	33.14	72.1907
33.2159	33.128	72.2196
33.167	33.0594	72.2491
33.5193	33.3135	72.2795
33.3209	33.1385	72.3082
33.7965	33.6572	72.3333
33.2507	33.1299	72.3593
33.6624	33.4249	72.3869
33.0895	32.9547	72.412
33.3358	33.1649	72.4443
33.3167	33.1447	72.4717
33.0876	32.9561	72.5015
33.1676	33.0343	72.5305
32.9184	32.8361	72.5577
33.1895	33.0772	72.5812
33.1747	33.172	72.6003
32.9625	32.9053	72.6178
33.0589	32.9877	72.6437
33.1011	33.0073	72.6718
32.9878	32.797	72.7001
32.9541	32.8835	72.7277
33.1044	33.0225	72.7571
33.0494	32.9519	72.7833
32.9597	32.8318	72.8079
32.8995	32.7517	72.8341
32.9736	32.8987	72.856
32.9611	32.8769	72.8788
33.248	33.1839	72.904
33.1287	32.9773	72.9252
33.0437	32.9519	72.9447
33.0921	32.8726	72.9616
33.5078	33.397	72.976
33.1336	33.0299	72.9965
33.1261	33.0321	73.0291
33.003	32.8813	73.0599
32.84	32.7834	73.0908
32.8961	32.7653	73.1215
32.7238	32.6655	73.1517
32.8675	32.7627	73.1793
33.1311	33.0235	73.2053
33.0957	32.9359	73.2323
33.3135	33.2035	73.262
32.6637	32.5136	73.2892
33.0272	32.861	73.3168
32.9332	32.7307	73.345
32.915	32.7837	73.3696
32.8723	32.7503	73.3948
32.5447	32.4424	73.4221
32.6989	32.5596	73.4505
32.878	32.7658	73.4776
32.6847	32.5927	73.5069
32.9001	32.7064	73.5372
32.7268	32.6344	73.5662
32.9424	32.8075	73.5928
33.0148	32.9119	73.6198
33.1214	33.0581	73.6487
32.7031	32.5644	73.6805
32.8969	32.7718	73.7119
33.1345	32.862	73.7442
32.8209	32.7803	73.7754
32.5836	32.4292	73.8086
32.649	32.4518	73.8421
32.788	32.6326	73.8767
32.5177	32.346	73.9115
32.5669	32.5231	73.9444
33.1939	33.0627	73.9814
32.9114	32.7558	74.0174
32.938	32.8848	74.0502
33.1177	32.9596	74.0821
32.7639	32.6556	74.1131
33.0244	32.8292	74.1457
33.4698	33.2988	74.1758
33.0927	32.8945	74.2041
32.9597	32.8257	74.2329
32.8486	32.7711	74.2622
33.0409	32.9367	74.2887
32.7579	32.5772	74.3165
33.1414	32.9911	74.342
32.934	32.9072	74.3617
33.2338	33.1909	74.3777
33.2643	33.1348	74.4015
32.5939	32.4634	74.4302
33.0816	32.8697	74.4602
32.9601	32.8968	74.489
33.0855	32.935	74.5168
32.9607	32.853	74.5443
33.127	33.0053	74.5701
33.0023	32.8009	74.5949
33.1976	33.0854	74.6182
33.1335	32.9501	74.6426
32.7573	32.6524	74.6659
33.0703	32.9031	74.6889
33.0003	32.8788	74.7124
33.0263	32.9742	74.7366
32.9445	32.7993	74.762
32.8926	32.8059	74.7869
32.9649	32.8559	74.8116
33.0446	32.8979	74.8367
32.5635	32.4198	74.863
32.7515	32.6769	74.888
32.762	32.6259	74.91
32.7003	32.561	74.9308
32.5724	32.4315	74.953
33.1023	32.9194	74.9742
32.9516	32.8412	74.9941
32.6034	32.5029	75.0136
32.9811	32.8482	75.0315
31.7177	31.526	75.0487
31.8578	31.5957	75.0712
32.0881	31.988	75.0966
32.8178	32.6828	75.1161
32.9079	32.8253	75.1395
32.2126	32.1278	75.1638
32.737	32.6104	75.1857
32.5977	32.4916	75.2077
32.7568	32.559	75.2275
32.857	32.7112	75.2476
32.3868	32.3019	75.2732
32.789	32.6795	75.2996
32.6865	32.5497	75.3241
32.503	32.4443	75.3497
32.737	32.6459	75.3753
32.7207	32.6029	75.4017
32.3873	32.2737	75.4298
32.9202	32.7723	75.455
32.4964	32.3823	75.4768
32.7186	32.5648	75.5193
33.029	32.861	75.5398
32.7693	32.6657	75.5592
32.5974	32.496	75.5748
32.9324	32.807	75.5908
32.8059	32.6946	75.6065
32.9446	32.8178	75.622
32.5275	32.3565	75.6387
32.6725	32.511	75.6546
32.6019	32.5331	75.6659
32.633	32.4295	75.6767
32.7691	32.7079	75.6889
32.6357	32.4479	75.7052
32.613	32.4636	75.7244
32.4771	32.2949	75.7428
32.255	32.1023	75.7584
32.4085	32.3406	75.7768
32.534	32.4767	75.7962
32.4083	32.2501	75.8155
32.8103	32.6206	75.8359
32.4515	32.3351	75.8562
32.4842	32.361	75.8741
33.1395	32.9105	75.8919
32.7206	32.5974	75.9092
32.4707	32.4255	75.9248
32.5096	32.3684	75.94
32.5935	32.4658	75.9594
32.4763	32.3782	75.9799
32.3673	32.2647	75.9994
32.684	32.5728	76.0185
32.5362	32.4418	76.0393
32.9781	32.7713	76.0605
32.4126	32.2977	76.0784
32.4161	32.2458	76.0897
32.7582	32.5679	76.0993
32.589	32.4989	76.1
32.411	32.3901	76.1157
32.8035	32.6546	76.1374
32.622	32.5173	76.1576
32.6809	32.6144	76.1773
32.7582	32.6683	76.1973
32.684	32.5043	76.2178
32.3333	32.2121	76.2384
32.5417	32.4768	76.2601
32.3037	32.1812	76.2821
32.5535	32.4119	76.3039
32.5285	32.3707	76.3249
32.5413	32.4032	76.3439
32.358	32.2661	76.3621
32.6111	32.445	76.3809
32.7101	32.5918	76.4
32.5054	32.3986	76.4186
32.4951	32.428	76.4366
32.4378	32.3871	76.4532
32.6404	32.5334	76.4711
32.1845	32.0657	76.4892
32.5317	32.4368	76.5079
32.5159	32.3366	76.5272
32.2887	32.1502	76.5459
32.5017	32.3193	76.5651
32.1666	32.0791	76.5833
32.1189	32.0706	76.6009
32.4506	32.2287	76.6174
32.3932	32.195	76.6337
32.7251	32.5761	76.6502
32.5962	32.4054	76.6664
32.6665	32.6011	76.6822
32.313	32.2417	76.697
32.3759	32.2358	76.7119
32.449	32.3091	76.7286
32.273	32.1713	76.7452
32.2328	32.1596	76.7625
32.508	32.3682	76.7808
32.4514	32.3485	76.8026
32.2173	32.1713	76.82
32.1889	32.0661	76.8359
32.3164	32.2229	76.8516
32.0272	31.9012	76.8663
32.3233	32.173	76.8817
31.7756	31.736	76.8981
32.1932	32.06	76.9159
32.2944	32.1509	76.9333
32.2162	32.0343	76.9501
32.4477	32.2814	76.9658
32.2471	32.1733	76.9813
32.1753	32.0925	76.9965
31.9612	31.8697	77.0113
32.1725	32.0513	77.0253
32.3331	32.0978	77.0379
32.3068	32.0772	77.0511
32.2508	32.0611	77.0653
32.1704	32.0773	77.0814
32.3073	32.2119	77.099
32.4169	32.2432	77.1169
32.0731	31.9971	77.1348
32.2394	32.0832	77.1554
32.268	32.164	77.1718
32.4114	32.3179	77.189
32.2718	32.1421	77.205
32.5959	32.4847	77.2205
32.1979	31.9892	77.2358
32.1853	32.0264	77.2515
31.9089	31.82	77.2689
32.1338	32.0575	77.2838
32.2767	32.1629	77.2997
32.0658	31.9512	77.3151
32.1395	32.012	77.3447
32.4023	32.2699	77.3586
31.9662	31.9067	77.372
32.2671	32.1321	77.385
32.128	32.0218	77.3948
32.0749	31.9517	77.4115
32.5586	32.3683	77.4262
32.257	32.1278	77.441
32.1198	31.9427	77.4554
32.1628	32.0822	77.4698
31.7175	31.5082	77.4839
31.7811	31.6099	77.4999
31.7771	31.5923	77.516
31.4431	31.3855	77.5329
31.6617	31.5589	77.5484
31.7784	31.6582	77.5592
31.4964	31.3342	77.5639
31.1825	31.0771	77.5733
31.5732	31.4451	77.598
31.5824	31.3125	77.6167
30.3539	30.2862	77.6027
30.6295	30.5591	77.6143
30.7805	30.5919	77.6234
30.0242	29.8277	77.5992
31.1786	31.0249	77.5659
31.9317	31.8425	77.5474
31.9215	31.8673	77.5468
32.1489	31.9992	77.5468
31.9898	31.8728	77.5468
30.4794	30.2632	77.5468
28.4134	28.297	77.5468
31.6871	31.4849	77.4979
32.0036	31.8802	77.4959
32.248	32.1303	77.4959
32.0268	31.9025	77.4959
31.9294	31.7958	77.4959
32.243	32.1452	77.496
32.0836	32.0056	77.496
32.165	32.1277	77.496
32.4807	32.2752	77.496
32.2596	32.1054	77.496
32.1978	32.0806	77.496
32.1751	32.0474	77.4959
31.9865	31.8438	77.4959
32.2531	32.1057	77.496
32.1923	32.0883	77.4961
32.2564	32.1186	77.496
31.7857	31.7183	77.496
32.2302	32.1568	77.4959
32.1433	32.0343	77.496
32.4528	32.2854	77.4959
32.0538	31.9706	77.496
32.2999	32.1821	77.4959
32.2884	32.1302	77.4959
31.9746	31.8318	77.4959
32.1009	32.01	77.4959
32.2641	32.1469	77.4959
32.1787	32.0702	77.4959
32.1823	32.0807	77.496
32.3192	32.2503	77.4959
32.1438	32.0017	77.496
32.06	31.9969	77.496
32.2746	32.1738	77.4959
32.0089	31.782	77.4959
32.1613	32.0894	77.4959
32.2047	32.0608	77.4959
31.9858	31.8845	77.496
31.9164	31.8049	77.4959
32.2587	32.1945	77.4959
32.0781	31.9185	77.496
32.0598	31.9417	77.496
32.0984	32.0077	77.4961
32.2088	32.0421	77.4961
32.2803	32.1752	77.4961
32.1919	32.0258	77.4961
32.5412	32.4027	77.4961
32.2745	32.1135	77.496
32.1008	32.0122	77.496
32.2126	32.1398	77.496
32.1338	31.9998	77.496
32.1361	32.028	77.496
31.9759	31.8619	77.496
32.1566	32.0634	77.4959
31.792	31.7115	77.496
32.7575	31.8204	77.496
32.3084	32.1658	77.4961
32.0899	31.9626	77.496
32.3363	32.2531	77.496
31.9178	31.68	77.4959
32.4288	32.278	77.4959
32.0329	31.9611	77.4973
32.1952	32.1276	77.5191
32.0371	31.8964	77.5547
32.3887	32.2833	77.5892
32.2566	32.0473	77.6243
32.2357	32.1448	77.6558
32.132	32.0305	77.6814
32.2696	32.1807	77.7122
32.2641	32.1387	77.7337
32.3562	32.2696	77.7535
32.3134	32.2036	77.7745
32.2109	32.0111	77.7794
32.1032	31.9811	77.7738
32.2784	32.1529	77.7738
32.1288	31.9918	77.7738
32.3574	32.2469	77.7738
32.198	32.0913	77.7738
32.2036	32.0501	77.7738
32.1568	32.0714	77.7738
32.2161	32.0683	77.7738
32.1626	32.109	77.7738
32.132	32.1127	77.7738
32.2116	32.0572	77.7738
32.2544	32.1895	77.7738
32.2601	32.159	77.7738
32.4828	32.2341	77.7739
32.3211	32.2559	77.7738
32.1484	32.0842	77.7739
32.0903	31.9817	77.774
32.6232	32.496	77.7651
32.0798	31.9752	77.7487
32.5278	32.26	77.7507
32.3022	32.1746	77.752
32.077	31.9861	77.752
32.2581	32.1605	77.752
32.2007	32.0998	77.752
32.5921	32.437	77.752
32.1666	32.0261	77.752
32.3518	32.285	77.7519
32.3064	32.1408	77.7519
32.0511	32.0289	77.7519
32.302	32.2103	77.752
32.2373	32.1126	77.7519
32.3558	32.2385	77.7428
32.1775	32.0747	77.7245
32.2558	32.2053	77.7103
32.165	32.0551	77.7041
32.4435	32.3327	77.7065
32.6571	32.5374	77.7281
31.9184	31.8025	77.7627
31.8333	31.7864	77.7928
31.9792	31.8469	77.8227
32.3022	32.1776	77.8545
32.6192	32.4779	77.8877
31.9083	31.8371	77.923
31.4761	31.3684	77.9589
32.1074	31.988	77.9942
32.2695	32.1525	78.0275
32.1386	32.0189	78.0608
32.198	32.0573	78.0861
32.4169	32.2701	78.1039
31.8923	31.7317	78.1117
32.0026	31.8892	78.0988
32.1864	32.1234	78.0739
32.5685	32.4593	78.0633
32.2864	32.1905	78.0634
32.2699	32.1633	78.0634
32.2142	32.1241	78.0634
32.3532	32.2365	78.0634
32.7123	32.4161	78.0634
32.1434	32.0478	78.2434
32.7681	32.685	78.2611
32.3798	32.2877	78.2589
32.2751	32.1687	78.2372
32.2434	32.1686	78.2281
32.6852	32.5624	78.2282
32.4183	32.3098	78.2282
32.0549	31.941	78.2282
32.5027	32.2856	78.2282
32.3535	32.1971	78.2282
32.1	32.0026	78.2282
32.3808	32.1965	78.2326
32.1759	32.0429	78.2552
32.4641	32.3583	78.27
32.1475	32.0442	78.2838
32.5107	32.3493	78.2969
32.3267	32.1771	78.3097
32.392	32.2576	78.3231
32.3445	32.2515	78.3366
32.2948	32.2126	78.3495
32.5173	32.4142	78.354
32.1041	31.988	78.3472
32.4422	32.3066	78.3458
32.5071	32.3848	78.3458
32.3918	32.3079	78.3459
32.6737	32.5552	78.3459
32.8702	32.7112	78.3458
32.5861	32.4484	78.3457
32.3747	32.2643	78.3457
33.0254	32.9264	78.3458
32.5566	32.4631	78.3458
32.7348	32.6873	78.3461
32.434	32.3028	78.3551
32.4905	32.3766	78.368
32.3076	32.2528	78.3741
32.5689	32.3702	78.3741
32.3162	32.2636	78.3741
32.663	32.5268	78.3741
32.7247	32.5553	78.3741
32.6013	32.4915	78.3741
32.6802	32.6036	78.3741
32.5771	32.4856	78.3741
32.6316	32.5078	78.3741
32.4002	32.2892	78.3741
32.6111	32.3711	78.3741
32.6734	32.5896	78.3741
32.7756	32.7113	78.374
32.7008	32.6339	78.3699
32.3618	32.2388	78.3518
31.8475	31.6796	78.3325
31.6658	31.6028	78.3041
32.5302	32.3936	78.2784
32.3485	32.1984	78.2661
32.3052	32.1903	78.2582
32.5357	32.4091	78.2556
32.884	32.7178	78.2505
32.7	32.5917	78.231
32.6379	32.5991	78.2283
32.3382	32.2138	78.2283
32.6762	32.5294	78.2283
32.1714	32.0584	78.2283
32.2311	32.1345	78.2283
32.2056	32.0104	78.2283
32.5434	32.3903	78.2283
32.3414	32.2279	78.2283
32.2285	32.0796	78.2283
32.5608	32.4084	78.2283
31.9589	31.7441	78.2283
32.1957	32.125	78.2283
32.4587	32.3873	78.2283
31.9863	31.9616	78.2283
32.7177	32.6277	78.2283
32.5671	32.3917	78.2283
32.4166	32.2258	78.2283
32.3784	32.1577	78.2283
31.8058	31.7139	78.2283
32.4844	32.3897	78.2283
32.2728	32.026	78.2283
32.3408	32.3238	78.2283
32.3315	32.2436	78.2283
32.1413	31.9921	78.2283
32.3901	32.2337	78.2283
32.1204	32.0551	78.2283
32.1022	31.99	78.2283
32.0086	31.9649	78.2283
32.4518	32.3508	78.2283
32.0761	31.9874	78.2283
32.3805	32.2517	78.2283
32.6173	32.4382	78.2283
32.4086	32.2215	78.2283
32.1467	32.0265	78.2283
32.4339	32.3529	78.2283
32.2319	32.1604	78.2283
32.1675	31.9523	78.2283
32.6351	32.4351	78.2283
31.8835	31.7444	78.2283
32.1566	32.0783	78.2283
32.202	32.0935	78.2283
32.3051	32.1493	78.2283
32.3371	32.2987	78.2283
32.3337	32.2757	78.2283
32.4184	32.3259	78.2283
31.946	31.7882	78.2283
32.5004	32.3002	78.2283
32.3522	32.2235	78.2283
32.2769	32.139	78.2283
32.361	32.2856	78.2283
32.2347	32.1359	78.2283
31.9978	31.9119	78.2283
32.4834	32.3122	78.2283
32.1928	32.1354	78.2283
32.1761	32.1112	78.2283
32.4425	32.3121	78.2283
32.6363	32.4731	78.2283
32.2399	32.0936	78.2283
32.2375	32.1457	78.2283
32.5915	32.4875	78.2283
32.0346	31.8698	78.2283
32.5173	32.4405	78.2283
32.4655	32.3921	78.2283
32.2806	32.1831	78.2283
32.391	32.3325	78.2283
32.332	32.276	78.2283
32.2374	32.1106	78.2283
32.3652	32.2382	78.2283
32.3919	32.2828	78.2283
32.284	32.1514	78.2283
32.6639	32.5402	78.2283
32.6491	32.5512	78.2283
32.6144	32.5075	78.2283
32.4296	32.2267	78.2283
32.7403	32.5984	78.2283
32.4186	32.286	78.2283
32.4961	32.4544	78.2283
32.8677	32.7444	78.2283
32.3731	32.2284	78.2283
32.4407	32.2996	78.2283
32.6078	32.4507	78.2283
32.6652	32.4747	78.2283
32.3565	32.2698	78.2283
32.5156	32.4261	78.2283
32.1814	32.102	78.2283
32.832	32.7589	78.2283
32.7206	32.6167	78.2283
32.4481	32.3752	78.2283
32.8645	32.6929	78.2283
32.6487	32.3897	78.2283
32.7747	32.6139	78.2283
32.6232	32.5004	78.2283
32.6841	32.5318	78.2283
32.6009	32.4987	78.2283
32.7566	32.6623	78.2283
32.737	32.5879	78.2283
32.5504	32.4905	78.2283
32.6306	32.521	78.2283
32.6368	32.4973	78.2283
32.6942	32.5718	78.2283
32.7524	32.5934	78.2283
32.3311	32.1816	78.2283
32.7044	32.6902	78.2283
33.0514	32.9453	78.2283
32.9767	32.8104	78.2283
32.6475	32.5494	78.2283
32.9276	32.8395	78.2283
32.6425	32.531	78.2283
32.7928	32.6214	78.2283
32.533	32.4525	78.2283
32.6458	32.5436	78.2283
32.7605	32.5953	78.2283
32.8682	32.5669	78.2283
32.8793	32.6626	78.2283
32.8008	32.6322	78.2283
32.7307	32.5858	78.2283
32.9446	32.8339	78.2283
32.902	32.7716	78.2283
32.7177	32.5617	78.2283
32.8887	32.8172	78.2283
32.8354	32.768	78.2283
33.0376	32.863	78.2283
33.0363	32.9504	78.2283
33.1574	33.0187	78.2283
32.5866	32.4709	78.2283
32.9394	32.7497	78.2283
33.4652	33.3102	78.2283
32.8718	32.6398	78.2283
32.9556	32.727	78.2283
32.8423	32.7157	78.2283
32.8355	32.7634	78.2283
33.2534	33.1192	78.2283
32.8912	32.8344	78.2283
32.7329	32.6351	78.2283
33.0379	32.9163	78.2283
32.9107	32.8235	78.2283
32.7573	32.6635	78.2283
33.1585	33.0047	78.2283
33.1257	32.9203	78.2283
32.9677	32.8458	78.2283
32.9235	32.8249	78.2283
32.5025	32.3831	78.2283
33.0686	32.9403	78.2283
33.2909	33.1137	78.2283
32.8347	32.7659	78.2283
33.0276	32.9794	78.2283
32.9978	32.8332	78.2283
32.7661	32.7068	78.2283
32.9732	32.7803	78.2283
32.9978	32.8953	78.2283
32.7595	32.6223	78.2283
33.2878	33.1891	78.2283
32.7021	32.5897	78.2283
33.0632	32.9486	78.2283
32.9888	32.7309	78.2283
32.9584	32.7749	78.2283
32.9938	32.8962	78.2283
33.0115	32.8751	78.2283
32.7663	32.6818	78.2283
33.2279	33.0657	78.2283
32.836	32.7502	78.2283
33.1815	33.0491	78.2283
33.2393	33.0994	78.2283
33.0078	32.8075	78.2283
32.7334	32.6747	78.2283
33.1721	33.0314	78.2283
33.0819	32.9161	78.2283
32.9507	32.8594	78.2283
33.1163	32.9464	78.2282
32.7301	32.6973	78.2283
32.7534	32.6235	78.2468
33.1362	33.011	78.2588
33.2803	33.1757	78.2553
32.7447	32.6322	78.2508
32.9427	32.8235	78.2434
32.8458	32.7806	78.2303
33.0677	32.9595	78.2175
33.385	33.268	78.2055
33.211	33.0795	78.1973
32.8842	32.8207	78.19
33.0924	33.0119	78.1851
32.8076	32.7211	78.1791
33.1643	33.0476	78.1766
33.1902	33.0402	78.1745
33.1974	33.0356	78.1728
32.8287	32.7656	78.1759
32.9241	32.8173	78.1991
33.2968	33.2124	78.2291
33.4036	33.156	78.258
33.1542	33.0403	78.2871
33.157	33.053	78.3185
33.1569	33.055	78.3505
33.182	33.0198	78.3799
33.1152	33.0325	78.4065
33.0328	32.8851	78.4329
33.113	32.9764	78.4601
32.7745	32.7002	78.4881
32.8985	32.8489	78.5168
32.7761	32.6754	78.5476
33.0337	32.8932	78.5789
32.5623	32.5351	78.6094
33.3751	33.2867	78.6401
33.0909	33.0006	78.6714
33.0104	32.9323	78.703
32.8492	32.8039	78.7366
33.0627	32.8953	78.7747
32.8972	32.7894	78.8059
32.8909	32.7714	78.8361
33.0738	32.9188	78.8729
33.0573	33.0459	78.8969
32.8517	32.8285	78.9189
32.9077	32.7294	78.941
32.8868	32.7546	78.9702
32.836	32.6758	78.9833
32.7911	32.6491	78.978
32.2142	32.1729	78.9638
32.4525	32.3554	78.9458
32.8136	32.7355	78.9289
32.943	32.8849	78.9285
32.7458	32.6548	78.9285
33.0902	32.9451	78.9285
33.0769	32.8466	78.9285
33.1052	32.8852	78.9285
33.2967	33.1074	78.9285
33.0756	32.924	78.9285
32.7718	32.6847	78.9285
32.919	32.8223	78.9285
32.7262	32.6223	78.9285
32.8857	32.7606	78.9285
33.0034	32.9225	78.9285
32.791	32.7528	78.9285
32.9956	32.8915	78.9285
33.0047	32.8593	78.9285
33.1642	33.049	78.9285
33.4584	33.1915	78.9285
32.919	32.8001	78.9285
32.718	32.6532	78.9285
33.1742	33.027	78.9285
33.0053	32.8483	78.9285
33.1488	33.0489	78.9285
33.1716	32.9706	78.9285
33.2504	33.1131	78.9285
32.9451	32.8582	78.9285
32.7744	32.6389	78.9285
33.2066	33.0683	78.9285
33.2111	33.1244	78.9285
32.8368	32.7657	78.9285
32.9373	32.8418	78.9285
33.1963	33.0661	78.9285
32.8507	32.746	78.9285
32.8554	32.748	78.9285
33.0252	32.9786	78.9285
33.0933	32.9885	78.9285
32.8404	32.7287	78.9285
33.1487	32.9911	78.9285
33.0272	32.9352	78.9285
33.1295	33.0124	78.9285
32.9666	32.7557	78.9285
33.5866	33.26	78.9285
33.1462	33.0461	78.9285
33.2708	33.1302	78.9285
33.059	32.919	78.9285
32.8102	32.7233	78.9285
33.2493	33.1926	78.9285
33.1984	33.0942	78.9285
33.0958	32.9987	78.9285
33.1561	32.9943	78.9285
33.2424	33.1032	78.9285
33.1344	32.9684	78.9285
32.9642	32.9004	78.9285
