Rate1	Rate2	 Latitudine
30.3382	30.2299	37.5248
29.972	29.9126	37.5249
30.0196	29.8407	37.5249
30.2878	30.198	37.5249
30.1232	30.0282	37.5249
29.9284	29.8612	37.5249
30.0476	29.9334	37.5249
29.9577	29.8795	37.525
30.3017	30.2437	37.5249
30.2345	30.1701	37.525
30.2541	30.1543	37.5249
30.0547	29.9688	37.5249
30.3619	30.2748	37.5249
30.211	30.122	37.5249
30.2555	30.1581	37.5249
30.1086	30.0188	37.5249
30.0361	29.9973	37.5249
30.124	30.017	37.5249
30.1368	30.0731	37.5249
30.0839	29.992	37.5249
30.1781	30.1081	37.5249
30.0157	29.9365	37.5249
30.6061	30.4943	37.5249
30.3436	30.2413	37.5249
30.3812	30.2648	37.5249
30.4746	30.3535	37.5249
30.4839	30.4177	37.5249
30.5026	30.3576	37.5249
30.3646	30.2799	37.5248
30.3252	30.1268	37.5249
30.2649	30.1651	37.5249
30.3532	30.2802	37.5249
30.3098	30.2285	37.5249
30.3008	30.2124	37.525
30.2161	30.1461	37.4188
30.0097	29.9695	37.5249
30.2422	30.1317	37.5249
30.2775	30.1629	37.525
30.3157	30.1964	37.5249
30.322	30.1869	37.5248
30.4003	30.3034	37.5249
30.1443	30.0949	37.5249
29.867	29.8229	37.5249
30.2309	30.1884	37.5249
30.2553	30.1716	37.5249
30.1677	30.0807	37.5249
30.3491	30.243	37.5249
30.3003	30.2047	37.5249
30.5351	30.3628	37.525
30.3344	30.2405	37.5249
30.438	30.2594	37.5249
30.4879	30.3845	37.5249
30.2012	30.143	37.5249
30.5603	30.3564	37.5249
30.2352	30.0906	37.5249
30.3657	30.2656	37.5249
30.1794	30.0911	37.5249
30.439	30.3875	37.5249
30.2261	30.1368	37.5249
30.1054	30.0023	37.5249
30.2716	30.1913	37.5249
30.2448	30.1642	37.5249
30.1777	30.1119	37.5249
30.4299	30.3496	37.5249
30.205	30.13	37.5249
30.3928	30.2913	37.5249
30.23	30.0868	37.5249
30.184	30.0779	37.5249
30.2195	30.1473	37.5249
30.3935	30.2785	37.5249
30.2691	30.1853	37.5249
30.2227	30.1229	37.525
30.0567	29.9682	37.5248
30.1013	29.9992	37.525
30.0008	29.927	37.5249
29.9613	29.9052	37.5249
29.9983	29.9472	37.5249
30.025	29.8758	37.5249
30.0864	30.0354	37.5248
30.0826	29.9983	37.5249
29.9338	29.8562	37.5248
30.0281	29.9387	37.5249
29.9761	29.8861	37.525
30.0638	29.9855	37.5249
30.0473	29.9777	37.5249
29.889	29.7588	37.5249
30.0358	29.9771	37.525
30.2472	30.1531	37.5249
29.9476	29.9065	37.4901
30.2358	30.1651	37.5249
30.0451	30.0189	37.5249
30.271	30.1354	37.5249
30.0477	29.9285	37.5249
30.2233	30.1817	37.5249
30.4595	30.3679	37.5249
30.2232	30.0723	37.5249
30.2546	30.1865	37.5249
30.2012	30.1237	37.5249
30.0456	29.9489	37.5249
30.231	30.168	37.5248
30.2094	30.1259	37.5249
30.1535	30.0873	37.5249
30.3202	30.223	37.5249
30.3661	30.2666	37.5249
30.3595	30.2531	37.5249
30.639	30.5386	37.5249
30.571	30.4189	37.5249
30.3785	30.305	37.5249
30.525	30.4097	37.5249
30.6877	30.6223	37.5249
30.6004	30.5058	37.5249
30.3907	30.26	37.5249
30.6156	30.5101	37.5249
30.6015	30.5069	37.5249
30.6527	30.5625	37.4541
30.7514	30.65	37.5249
30.6353	30.6012	37.5249
30.599	30.5249	37.5249
30.5331	30.4324	37.5248
30.6358	30.5484	37.5249
30.628	30.571	37.5248
30.5379	30.4579	37.5249
30.7564	30.6923	37.5249
30.6403	30.5447	37.5249
30.4751	30.4352	37.5249
30.6886	30.6095	37.5249
30.6495	30.5668	37.5249
30.8307	30.7962	37.5249
30.5544	30.4861	37.5249
30.8814	30.7885	37.5249
30.7216	30.6583	37.5249
30.6698	30.5348	37.5249
30.4335	30.3755	37.5249
30.4063	30.363	37.5249
30.4339	30.3418	37.5249
30.3497	30.2635	37.5249
30.6085	30.5716	37.5249
30.7838	30.6698	37.5249
30.5576	30.4938	37.5249
30.478	30.4286	37.5248
30.6724	30.5893	37.5249
30.5886	30.5273	37.0634
30.6077	30.5111	37.5249
30.8601	30.7263	37.5249
30.9455	30.8381	37.5249
30.5055	30.4432	37.5249
30.6044	30.4855	37.5249
30.4126	30.3385	37.525
30.5789	30.493	37.4893
30.56	30.3964	37.5249
30.5135	30.4419	37.5249
30.5086	30.4387	37.5249
30.44	30.4107	37.5249
30.3627	30.2746	37.3479
30.1921	30.1334	37.5249
30.4332	30.3318	37.5249
30.2593	30.1912	37.5249
30.2822	30.2102	37.5249
30.4633	30.3541	37.5248
30.2259	30.1842	37.5249
30.4126	30.333	37.5248
30.3373	30.1952	37.525
30.491	30.3034	37.525
30.4029	30.3607	37.5249
30.1235	30.0812	37.5249
30.338	30.2884	37.5249
30.0806	30.0165	37.525
30.2354	30.1822	37.5249
30.4088	30.3616	37.5249
30.2754	30.1834	37.5249
30.4616	30.2981	37.5249
30.2397	30.1457	37.5249
30.3113	30.2272	37.5249
30.2684	30.1805	37.5249
30.4833	30.4108	37.5249
30.381	30.3175	37.5249
30.1821	30.139	37.5249
30.3255	30.2394	37.5249
30.1908	30.1039	37.5249
30.4298	30.3509	37.5248
30.1165	30.0401	37.5248
30.3637	30.2994	37.5249
30.178	30.1129	37.5249
30.1969	30.0856	37.5249
30.1512	30.0679	37.5249
30.2266	30.1259	37.5249
30.2496	30.1489	37.525
30.2032	30.0697	37.525
30.2501	30.1053	37.5249
30.245	30.1463	37.5249
30.3418	30.2482	37.5249
30.4771	30.4032	37.5249
30.0638	30.0117	37.5249
30.3113	30.2436	37.5249
30.2923	30.2834	37.5249
30.3842	30.249	37.5249
30.2217	30.1457	37.5249
30.2599	30.1583	37.5249
30.2393	30.097	37.5248
30.3123	30.2165	37.5249
30.1965	30.1132	37.5248
30.3522	30.2136	37.5249
30.3402	30.2026	37.5249
30.28	30.202	37.5249
30.5111	30.4305	37.5249
30.4593	30.4049	37.5249
30.4878	30.3927	37.525
30.2402	30.1711	37.5249
30.2497	30.1648	37.5249
30.4794	30.3408	37.5249
30.5632	30.424	37.5249
30.2591	30.2071	37.5249
30.367	30.3042	37.5249
30.2324	30.1079	37.5249
30.4918	30.4642	37.5249
30.481	30.3295	37.5249
30.3948	30.317	37.5249
30.3074	30.2703	37.5249
30.4284	30.3572	37.5249
30.3405	30.2597	37.5248
30.295	30.2313	37.5249
30.3586	30.2579	37.5249
30.1981	30.1	37.525
30.3004	30.2028	37.5249
30.2787	30.2586	37.5249
30.3536	30.3095	37.5249
30.3088	30.2435	37.5249
30.414	30.323	37.525
30.1547	30.0812	37.5249
30.0953	30.0426	37.5249
30.3305	30.2401	37.5249
30.2166	30.1634	37.5249
30.4028	30.1911	37.5249
30.2757	30.1535	37.5249
30.1383	30.0983	37.5249
29.9895	29.9062	37.5249
30.2943	30.2474	37.5249
30.2214	30.1473	37.5249
30.0393	29.9687	37.5248
30.0761	29.958	37.5249
30.4082	30.3319	37.5248
30.2283	30.1498	37.525
30.0709	30.0132	37.5249
30.3169	30.2507	37.5249
30.3428	30.2854	37.5249
30.2563	30.1703	37.525
30.1985	30.1011	37.525
30.3177	30.2177	37.5249
30.3266	30.2175	37.5249
30.1228	30.0341	37.5249
30.3851	30.2891	37.5249
30.4918	30.3777	37.5249
30.5929	30.472	37.5249
30.462	30.3727	37.5249
30.356	30.3264	37.5249
30.4267	30.3183	37.5249
30.3663	30.3109	37.5249
30.5986	30.5484	37.5248
30.3896	30.3211	37.5248
30.1956	30.1283	37.5249
30.1276	30.094	37.5249
30.3315	30.2382	37.525
30.2335	30.1629	37.5249
30.6096	30.5063	37.5249
30.4936	30.459	37.5249
30.2223	30.087	37.5249
30.3447	30.1412	37.525
30.3114	30.2577	37.5249
30.2693	30.2033	37.5249
30.366	30.3104	37.5249
30.0777	29.9939	37.5249
30.1431	30.0202	37.5249
30.3484	30.2498	37.4897
30.2481	30.1413	37.5249
30.3262	30.2096	37.5249
30.3861	30.307	37.5249
30.1048	30.0377	37.5249
30.1469	30.0415	37.5248
30.0335	29.9823	37.5249
30.4533	30.3526	37.5248
30.4011	30.2871	37.525
30.2759	30.1891	37.5249
30.3366	30.2371	37.5249
30.1148	30.0041	37.5249
30.3044	30.2248	37.5249
30.1247	30.114	37.525
30.4937	30.3283	37.5249
30.0083	29.938	37.5249
30.0885	30.009	37.5249
30.301	30.2297	37.5249
30.2621	30.1869	37.5249
30.1315	30.1177	37.5249
30.1867	30.0911	37.5249
30.0744	29.9456	37.5249
30.0258	29.9736	37.525
30.0673	29.9887	37.5249
30.2011	30.1175	37.5249
29.8748	29.7609	37.5249
29.9266	29.8614	37.5248
30.2036	30.1339	37.5249
30.1102	30.0149	37.5249
30.0887	30.0244	37.525
30.116	29.9491	37.5249
30.0088	29.9522	37.5249
30.3029	30.1935	37.5249
30.175	30.0638	37.525
29.8878	29.7995	37.525
29.9313	29.8421	37.5249
29.8019	29.6305	37.5249
29.9596	29.9019	37.5249
29.991	29.9206	37.5249
30.2614	30.16	37.5248
29.6543	29.6133	37.386
29.9282	29.836	37.5249
30.0877	30.0048	37.5249
29.7686	29.7051	37.5249
30.0621	29.9711	37.5249
29.9507	29.8469	37.5248
30.0461	29.9602	37.5249
29.8098	29.7619	37.5249
29.8681	29.7499	37.5249
30.0635	29.9287	37.5249
29.8286	29.6988	37.5249
29.8464	29.7354	37.5249
29.7896	29.7508	37.525
29.6115	29.4997	37.5249
29.6882	29.6105	37.5249
29.7269	29.654	37.5249
30.1296	30.0006	37.5249
29.8332	29.7208	37.5249
29.664	29.5733	37.5249
29.6426	29.5693	37.5249
29.7072	29.6322	37.5249
29.7811	29.718	37.5249
29.7366	29.682	37.5249
29.8787	29.8545	37.5249
29.9762	29.8647	37.5249
29.9869	29.8446	37.5249
29.7972	29.7289	37.5248
29.8019	29.7353	37.5249
30.0221	29.9239	37.5249
29.9347	29.8491	37.5249
30.0685	29.9651	37.5249
30.0004	29.9385	37.5249
29.6971	29.6282	37.5249
29.9326	29.8546	37.5249
30.0592	29.9857	37.5249
30.049	29.9224	37.5249
29.9511	29.8977	37.5249
30.0444	29.9765	37.5249
30.048	29.9416	37.5249
30.0178	29.9068	37.5249
30.1174	30.0411	37.5249
29.7525	29.6844	37.5249
29.8775	29.7766	37.5249
30.074	30.0022	37.5249
30.3846	30.3326	37.5248
30.1049	30.0051	37.5248
30.2182	30.0966	37.5248
30.2215	30.1523	37.5249
30.1697	30.106	37.5249
30.36	30.2905	37.5249
30.298	30.2296	37.5249
30.2106	30.1588	37.5249
30.2761	30.1721	37.5249
30.1478	30.111	37.5249
30.3682	30.2701	37.5249
30.4147	30.3552	37.5249
30.4098	30.4003	37.5249
30.5341	30.4748	37.5249
30.4927	30.3853	37.5249
30.3154	30.2042	37.5249
30.4157	30.3022	37.5249
30.6958	30.5813	37.5249
30.6912	30.5859	37.5249
30.7087	30.6164	37.5249
30.5001	30.4534	37.5249
30.7361	30.6968	37.5248
30.7591	30.6648	37.5249
30.9478	30.8554	37.5249
30.5404	30.4401	37.525
30.7619	30.6965	37.5249
30.8407	30.7619	37.5248
30.6996	30.5813	37.5249
30.6599	30.5743	37.5249
30.8752	30.766	37.5248
30.5147	30.4352	37.5249
31.0782	30.9732	37.5249
30.7266	30.6548	37.5249
31.047	30.9348	37.5249
30.6098	30.4645	37.5249
30.9315	30.8401	37.5249
30.7445	30.6687	37.5249
30.7409	30.684	37.5249
30.9683	30.8966	37.5249
30.6424	30.584	37.5249
31.0282	30.924	37.5249
30.9292	30.8323	37.5249
30.8447	30.7286	37.5249
30.7361	30.6662	37.5249
30.8508	30.7468	37.5249
30.9825	30.8655	37.5249
31.0247	30.924	37.5249
30.9036	30.8173	37.5249
31.0398	30.9581	37.5249
31.0381	30.9129	37.5249
30.9645	30.8693	37.5248
30.9571	30.8467	37.5248
30.8196	30.7173	37.5249
31.164	31.0803	37.5249
31.1453	31.0842	37.5249
31.1125	31.041	37.5249
31.0744	30.9594	37.5249
31.2046	31.134	37.5249
30.8218	30.7643	37.5249
30.8224	30.7445	37.5249
30.9845	30.9304	37.5249
31.0174	30.9182	37.5249
30.9268	30.8615	37.5248
30.8596	30.7426	37.5249
30.8097	30.7284	37.5249
30.8467	30.747	37.5249
30.7797	30.7296	37.5249
30.6867	30.6539	37.5249
30.631	30.5212	37.5249
30.9287	30.8493	37.5249
30.9146	30.7535	37.5249
30.709	30.5877	37.5249
30.4889	30.3909	37.5249
30.6639	30.5813	37.5249
30.5001	30.394	37.5249
30.4163	30.3359	37.5249
30.4348	30.3992	37.5248
30.7159	30.6342	37.5249
30.5579	30.4961	37.5249
30.4462	30.3998	37.5249
30.4632	30.4017	37.5249
30.3357	30.2669	37.5249
30.5525	30.3836	37.5249
30.3035	30.1989	37.5249
30.5186	30.3896	37.5249
30.527	30.438	37.5249
30.5184	30.4355	37.5249
30.4565	30.3898	37.5249
30.3704	30.2898	37.5249
30.3464	30.3321	37.5249
30.4423	30.3536	37.5249
30.4799	30.336	37.5249
30.5653	30.4947	37.5249
30.6307	30.5698	37.5249
30.5061	30.4348	37.5249
30.6203	30.5401	37.5249
30.7331	30.6936	37.5249
30.5295	30.4763	37.5249
30.293	30.215	37.5249
30.4354	30.2741	37.5249
30.7495	30.6465	37.5249
30.7181	30.6295	37.5249
30.5836	30.4671	37.5248
30.6643	30.5507	37.5249
30.613	30.526	37.5249
30.2854	30.1987	37.5249
30.4515	30.3878	37.5249
30.7039	30.6218	37.5249
30.5978	30.4562	37.5249
30.3135	30.2155	37.5249
30.3314	30.2471	37.525
30.7285	30.6247	37.5249
30.3106	30.2103	37.5249
30.3954	30.2937	37.5249
30.4343	30.3467	37.5249
30.5614	30.499	37.5249
30.3283	30.2891	37.5249
30.3671	30.2575	37.5249
30.5381	30.4591	37.5249
30.3953	30.3265	37.5249
30.4728	30.311	37.5249
30.4971	30.4027	37.5248
30.2581	30.2011	37.5249
30.6663	30.5105	37.5249
30.4981	30.4315	37.5249
30.5837	30.5188	37.5249
30.2973	30.2483	37.5249
30.7422	30.6325	37.5249
30.3179	30.2375	37.5249
30.6335	30.5605	37.5249
30.3502	30.2363	37.5249
30.7188	30.5231	37.5249
30.5035	30.4251	37.5248
30.436	30.324	37.5249
30.4765	30.4219	37.5249
30.3892	30.3124	37.5249
30.5905	30.4961	37.5249
30.8397	30.7636	37.5249
30.7807	30.6636	37.5249
30.6569	30.5963	37.5249
30.5163	30.4751	37.5249
30.9024	30.793	37.5248
30.657	30.5778	37.5248
30.665	30.6111	37.5249
30.4059	30.3087	37.5249
30.6033	30.5106	37.5249
30.4638	30.394	37.5249
30.5908	30.5385	37.5249
30.4484	30.3756	37.5249
30.7205	30.6393	37.5249
30.4458	30.3537	37.5249
30.6128	30.52	37.5249
30.3308	30.2762	37.5249
30.4562	30.3957	37.5249
30.505	30.4238	37.5249
30.4074	30.2996	37.5249
30.3559	30.2629	37.5249
30.4408	30.354	37.5249
30.2414	30.1439	37.5249
30.4498	30.3462	37.5249
30.328	30.1761	37.5249
30.1932	30.1281	37.5248
30.3015	30.2168	37.5249
30.1585	30.064	37.5249
30.1011	29.9971	37.5249
30.3759	30.2398	37.5249
30.1212	30.0892	37.5249
30.0467	29.9799	37.5249
30.4516	30.3862	37.5249
30.3466	30.2171	37.5249
30.0695	29.9641	37.5249
30.2602	30.1346	37.5249
30.3351	30.2015	37.5249
30.1904	30.082	37.5249
30.3076	30.2201	37.5249
30.3344	30.264	37.5249
30.1039	30.0366	37.5249
30.3443	30.2668	37.5249
29.9665	29.873	37.5249
30.4068	30.3266	37.5249
30.281	30.1817	37.5249
30.3599	30.2553	37.5249
30.277	30.1802	37.5248
30.4773	30.4087	37.5249
30.1098	30.0048	37.5249
30.4913	30.3688	37.5249
30.3753	30.2964	37.5249
30.5318	30.3947	37.5248
30.1419	30.0539	37.5249
30.2929	30.2346	37.5249
30.4243	30.3609	37.5249
30.3181	30.2103	37.5249
30.3384	30.2837	37.5249
30.5253	30.4582	37.5249
30.3467	30.2708	37.5249
30.4612	30.3261	37.5249
30.3203	30.2737	37.5249
30.5913	30.5198	37.5249
30.4423	30.3481	37.5249
30.4755	30.3859	37.5249
30.4648	30.3848	37.5249
30.3223	30.2152	37.5248
30.4005	30.3094	37.5249
30.3659	30.2849	37.5249
30.7104	30.5762	37.5249
30.5512	30.4564	37.5249
30.3861	30.2977	37.5249
30.4175	30.3167	37.5249
30.3185	30.2603	37.5249
30.47	30.3762	37.5249
30.4339	30.3385	37.5249
30.3259	30.2409	37.5249
30.4954	30.4283	37.5249
30.5669	30.4789	37.5249
30.4561	30.3876	37.5249
30.3207	30.2739	37.5249
30.5387	30.4318	37.5249
30.6613	30.5974	37.5249
30.6401	30.5709	37.5249
30.6886	30.6359	37.5249
30.9449	30.8388	37.5249
30.8755	30.7707	37.5248
30.9693	30.8462	37.5248
30.7044	30.5995	37.5249
30.8924	30.8196	37.5249
30.699	30.6102	37.5249
31.0092	30.9563	37.5249
30.6418	30.5931	37.5248
30.9857	30.922	37.5249
30.8309	30.6933	37.5249
30.3027	30.2194	37.5249
30.0669	29.9848	37.5249
30.2909	30.2168	37.5249
30.2044	30.1214	37.5249
30.2059	30.1288	37.5249
30.105	30.0405	37.5249
29.9131	29.8609	37.5249
29.9828	29.8842	37.5248
29.8857	29.8279	37.5249
29.9513	29.8873	37.5248
29.9808	29.9094	37.5249
29.8648	29.7806	37.5249
29.9497	29.8874	37.5249
29.7629	29.7261	37.5249
29.8424	29.7909	37.5249
29.4813	29.4415	37.5249
29.7254	29.6338	37.5248
29.5869	29.5257	37.5249
29.6376	29.5364	37.5249
29.696	29.6271	37.5249
29.7427	29.617	37.5249
29.5524	29.4701	37.5249
29.6824	29.6024	37.5249
29.5575	29.4549	37.5249
29.8781	29.7803	37.5249
29.4639	29.4	37.5249
29.7385	29.6721	37.5249
29.6898	29.6104	37.5249
29.6615	29.5687	37.5249
29.6723	29.6184	37.5249
29.6488	29.5496	37.5249
29.4954	29.4383	37.5249
29.6818	29.6384	37.5249
29.346	29.2642	37.5249
29.7377	29.4312	37.5249
29.7677	29.6415	37.5248
29.4024	29.3093	37.5249
29.5911	29.5297	37.5249
29.7307	29.6813	37.5249
29.5812	29.5422	37.5249
29.6819	29.6359	37.5248
29.8247	29.7251	37.5249
29.706	29.6083	37.5249
29.816	29.7629	37.5249
29.6915	29.6281	37.5249
29.7932	29.7225	37.5249
29.6343	29.5629	37.5249
29.7214	29.6044	37.5249
29.6252	29.4986	37.5249
29.6892	29.582	37.5249
29.7062	29.6337	37.5249
29.5447	29.4962	37.5249
29.8184	29.6679	37.5249
29.5881	29.5349	37.5249
29.738	29.6406	37.5248
29.6045	29.5298	37.5248
29.4776	29.4177	37.5249
29.5566	29.488	37.5249
29.6995	29.6075	37.5249
29.7558	29.6425	37.5249
29.8039	29.6974	37.5249
29.7898	29.5835	37.5249
29.6637	29.6007	37.5248
29.7912	29.7033	37.5249
29.8253	29.7691	37.5249
30.0779	29.9899	37.5249
29.9182	29.853	37.5249
30.0787	29.9634	37.5249
29.7442	29.6575	37.5249
29.8632	29.7292	37.5249
29.9408	29.8818	37.5249
30.1186	30.0094	37.5249
29.8921	29.8371	37.5249
29.8546	29.7884	37.5249
29.8573	29.7819	37.5249
29.8469	29.7106	37.5249
30.041	29.9219	37.5249
29.8099	29.7482	37.5249
29.6986	29.634	37.5249
29.9026	29.8208	37.5249
29.8158	29.734	37.5248
29.95	29.8771	37.5249
29.9668	29.8696	37.5249
29.6654	29.6089	37.5249
29.8138	29.7109	37.5249
29.7224	29.63	37.5249
29.9153	29.8058	37.525
29.8997	29.807	37.5249
30.2598	30.1046	37.5249
29.8773	29.8092	37.5249
30.0357	29.9131	37.5249
30.0069	29.9208	37.5249
30.0353	29.9745	37.5249
30.3477	30.3085	37.5249
30.1343	30.0767	37.5249
29.8862	29.8334	37.5249
30.1978	30.0844	37.5249
30.0941	30.0035	37.5248
30.1562	30.0154	37.5249
30.1332	30.0556	37.5248
30.1322	29.9963	37.5249
30.0718	29.9687	37.4902
29.9093	29.8717	37.525
30.0256	29.926	37.5249
30.1369	30.0556	37.5248
30.0467	29.9904	37.5249
30.2085	30.1374	37.5249
30.2602	30.1719	37.4556
30.1165	30.0389	37.5249
30.1159	29.9243	37.5249
30.0293	29.9538	37.5249
30.1968	29.769	37.5249
29.9352	29.8645	37.4557
30.0937	30.0146	37.5249
30.2573	30.1795	37.4901
29.9401	29.8752	37.5249
30.1639	30.0712	37.5249
29.9694	29.9026	37.5248
29.9151	29.8588	37.5249
30.0706	30.0126	37.525
29.8847	29.7683	37.5249
29.8151	29.7814	37.5249
30.1779	30.0609	37.5249
30.0157	29.9225	37.5249
29.8923	29.8372	37.525
30.1668	30.0996	37.5249
30.029	29.9004	37.5249
30.1641	30.0592	37.5249
30.3387	30.2867	37.5249
30.3942	30.307	37.5249
30.2214	30.1684	37.5249
30.3095	30.1869	37.5249
30.1536	30.1018	37.5249
30.287	30.2079	37.5249
30.1227	30.0343	37.5249
30.2074	30.1355	37.5249
30.3651	30.3111	37.5249
30.4293	30.3	37.5249
30.4576	30.4147	37.5249
30.5308	30.4579	37.525
30.5377	30.4285	37.5249
30.4897	30.3833	37.5249
30.2574	30.1902	37.5249
30.2981	30.214	37.5249
30.2044	30.1305	37.5249
30.2	30.1366	37.5249
30.268	30.1812	37.5249
30.2875	30.2016	37.5249
30.1924	30.1323	37.5249
30.4513	30.3961	37.5249
30.2362	30.1627	37.5249
30.1431	30.0745	37.5249
30.029	29.9659	37.5249
30.5765	30.5162	37.525
30.0971	30.0555	37.5249
30.2372	30.1509	37.5249
30.2661	30.1512	37.5249
30.1677	30.1229	37.5249
30.3691	30.2605	37.525
30.2348	30.1911	37.5248
30.2425	30.096	37.5249
30.3355	30.2817	37.5249
30.2236	30.1532	37.5249
30.3875	30.2606	37.5249
30.5934	30.3996	37.5249
30.3279	30.2566	37.5249
30.3073	30.2066	37.5249
30.4503	30.345	37.5249
30.189	30.1172	37.5249
30.3454	30.1999	37.5249
30.3888	30.2865	37.5249
30.5107	30.4616	37.5248
30.4133	30.3127	37.4895
30.3261	30.277	37.5249
30.2555	30.1802	37.3835
29.5357	29.4696	37.5249
28.3309	28.1722	37.5248
28.1895	28.1371	37.5247
28.376	28.2792	37.5247
28.2681	28.1378	37.5247
28.3635	28.2676	37.5247
28.1055	28.0698	37.5247
28.1385	28.0524	37.5248
28.2619	28.1627	37.5248
28.3837	28.3185	37.5247
28.3458	28.3169	37.5247
28.3264	28.2716	37.5248
28.1758	28.1144	37.5248
28.3249	28.2236	37.5247
28.1713	28.0497	37.5247
28.4979	28.3327	37.5247
28.1578	28.0847	37.5247
28.383	28.2445	37.5248
28.4122	28.3213	37.5248
28.3235	28.2589	37.5247
28.3743	28.2621	37.5247
28.1028	28.0345	37.5248
28.4441	28.3979	37.5248
28.2662	28.2118	37.5248
28.4569	28.3909	37.5248
28.208	28.144	37.5248
28.2936	28.2334	37.5248
28.6194	28.4128	37.5248
28.581	28.4832	37.5247
28.4744	28.3868	37.5248
28.6113	28.5397	37.5248
28.5106	28.4449	37.5247
28.7547	28.6871	37.5247
28.4761	28.3859	37.5247
28.7066	28.5715	37.5247
28.6761	28.5838	37.5247
28.5664	28.4733	37.5248
28.4976	28.3445	37.5248
28.4585	28.4236	37.5248
28.5022	28.448	37.5247
28.7726	28.673	37.5248
28.7916	28.6999	37.5247
28.6599	28.5212	37.5247
28.4679	28.3856	37.5247
28.6105	28.5416	37.5247
28.6275	28.5392	37.5248
28.3469	28.3348	37.5248
28.5992	28.5597	37.5247
28.679	28.5909	37.5247
28.6786	28.6289	37.5248
28.4747	28.3661	37.5248
28.3668	28.2813	37.5247
28.5294	28.4567	37.5248
28.4756	28.3675	37.5248
28.395	28.3512	37.5248
28.4671	28.3698	37.5247
28.6896	28.5768	37.5247
28.6202	28.5246	37.5247
28.5776	28.5008	37.5247
28.6219	28.5136	37.5248
28.6029	28.5606	37.5247
28.5172	28.4375	37.5248
28.846	28.7347	37.5248
28.7192	28.6556	37.5248
28.9573	28.837	37.5248
28.5839	28.5279	37.5248
28.8524	28.7775	37.5247
28.9163	28.8442	37.5248
28.8635	28.7897	37.5247
28.9074	28.8701	37.5247
28.9452	28.8687	37.5248
29.1049	28.9804	37.5247
28.8279	28.7948	37.5248
29.0156	28.9623	37.5247
29.0642	28.9886	37.5248
28.9726	28.9185	37.5248
28.859	28.8011	37.5247
29.125	29.0151	37.5248
29.18	29.0545	37.5248
29.0239	28.9748	37.5248
29.2513	29.1036	37.5247
29.1181	29.0622	37.5247
29.079	28.9793	37.5248
28.9752	28.8204	37.5248
29.179	29.0456	37.5247
29.1433	29.1208	37.5247
28.9302	28.9	37.5247
29.079	29.009	37.5248
29.3427	29.2019	37.5247
29.1818	29.1643	37.5248
28.9495	28.826	37.5247
29.2068	29.1246	37.5247
29.3285	29.2463	37.5247
29.2855	29.1789	37.5247
29.3491	29.2878	37.5247
29.2016	29.0239	37.5247
29.4363	29.3355	37.5248
29.2562	29.1195	37.5247
29.4463	29.3029	37.5248
29.3398	29.2515	37.5247
29.3508	29.2349	37.5248
29.4821	29.3764	37.5248
29.2377	29.1662	37.5248
29.4843	29.3486	37.5248
29.3106	29.2589	37.5248
29.5813	29.4014	37.5248
29.6416	29.5567	37.5248
29.4285	29.3701	37.5247
29.7182	29.6059	37.5247
29.5934	29.5323	37.5247
29.7102	29.5894	37.5247
29.4866	29.3612	37.5247
29.6307	29.5156	37.5247
29.4925	29.4719	37.5247
29.5992	29.55	37.5248
29.5589	29.468	37.5247
29.5594	29.4685	37.5248
29.8708	29.7827	37.5248
29.5894	29.4555	37.5247
29.5721	29.4753	37.5247
29.5309	29.4876	37.5247
29.6272	29.5363	37.5248
29.5226	29.4418	37.5248
29.3296	29.2193	37.5247
29.6218	29.5029	37.5247
29.5457	29.423	37.5248
29.4863	29.405	37.5248
29.4725	29.3897	37.5247
29.4159	29.337	37.5247
29.5234	29.4398	37.5247
29.4324	29.308	37.5247
29.2393	29.1926	37.5247
29.3549	29.2609	37.5247
29.5973	29.5569	37.5247
29.2644	29.152	37.5247
29.4857	29.4227	37.5248
29.5303	29.4121	37.5247
29.4185	29.2986	37.5248
29.4947	29.4138	37.5248
29.3628	29.2839	37.5248
29.5147	29.4743	37.5248
29.3698	29.3075	37.5248
29.7109	29.6064	37.5247
29.5481	29.424	37.5247
29.56	29.4601	37.5248
29.4617	29.3987	37.5247
29.2692	29.1867	37.5246
29.3708	29.2671	37.5247
29.4952	29.4383	37.5247
29.3759	29.2752	37.5247
29.2818	29.1869	37.5248
29.3022	29.2274	37.5247
29.2689	29.155	37.5247
29.3402	29.2201	37.5248
29.2633	29.1818	37.5247
29.3664	29.2232	37.5248
29.2665	29.1509	36.6288
29.1791	29.1237	37.421
29.1595	29.0921	37.5247
29.0406	28.9675	37.5247
28.8585	28.7769	37.3941
29.2618	29.1591	37.4902
29.155	29.0156	37.5247
29.1427	29.041	37.5247
28.9813	28.9325	37.5247
28.922	28.8355	37.5247
29.0435	28.9652	37.5247
28.9376	28.9	37.5246
28.9913	28.8527	37.5248
28.9232	28.8114	37.5246
28.9097	28.8166	37.5246
28.7343	28.6493	37.5247
28.7352	28.6707	37.5247
29.1099	29.0111	37.5247
28.9087	28.8346	37.5247
28.9925	28.9306	37.5247
28.706	28.6489	37.5247
28.8882	28.7764	37.5247
28.8141	28.7024	37.5247
28.8244	28.7728	37.5247
28.8305	28.7451	37.5247
29.0692	28.9732	37.5248
28.8922	28.7915	37.5247
28.7913	28.7026	37.5247
28.8011	28.7351	37.5247
28.739	28.6495	37.5247
